名称,年代,类型,图片,详情
陈树人闲云野鹤轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679647552939.jpg,https://www.gdmuseum.com/cn/col49/147987
陈树人富春江钓台轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679645994072.jpg,https://www.gdmuseum.com/cn/col49/147986
陈树人东湖轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679645504365.jpg,https://www.gdmuseum.com/cn/col49/147985
陈树人暝色图轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679645371391.jpg,https://www.gdmuseum.com/cn/col49/147984
陈树人淡黄杨柳舞春风轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679644589478.jpg,https://www.gdmuseum.com/cn/col49/147983
陈树人行书詠山涧小流泉诗轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679644384889.jpg,https://www.gdmuseum.com/cn/col49/147982
陈树人行书受降书感一首轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679643551615.jpg,https://www.gdmuseum.com/cn/col49/147981
陈树人霜叶小禽轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679643207969.jpg,https://www.gdmuseum.com/cn/col49/147980
陈树人墨芦轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679643125625.jpg,https://www.gdmuseum.com/cn/col49/147979
陈树人金雁轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679642990035.jpg,https://www.gdmuseum.com/cn/col49/147978
陈树人落机残雪轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679642444153.jpg,https://www.gdmuseum.com/cn/col49/147977
陈树人月牙山秋月轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679642364966.jpg,https://www.gdmuseum.com/cn/col49/147976
陈树人白荷轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679639270989.jpg,https://www.gdmuseum.com/cn/col49/147975
陈树人金竹螳螂轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679639185605.jpg,https://www.gdmuseum.com/cn/col49/147974
陈树人棕榈小鸟轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679639069520.jpg,https://www.gdmuseum.com/cn/col49/147973
陈树人红叶图轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679627334386.jpg,https://www.gdmuseum.com/cn/col49/147972
陈树人春光（红棉）横,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679627229743.jpg,https://www.gdmuseum.com/cn/col49/147971
陈树人三潭印月轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679627128674.jpg,https://www.gdmuseum.com/cn/col49/147970
陈树人翠鸟芦苇轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679626021721.jpg,https://www.gdmuseum.com/cn/col49/147969
陈树人人玄武湖雨后轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679625924998.jpg,https://www.gdmuseum.com/cn/col49/147968
陈树人墨松轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679625272182.jpg,https://www.gdmuseum.com/cn/col49/147967
陈树人春风佛柳页,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679625015531.jpg,https://www.gdmuseum.com/cn/col49/147966
陈树人立石轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679624935417.jpg,https://www.gdmuseum.com/cn/col49/147965
现代陈树人天桥轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679624671190.jpg,https://www.gdmuseum.com/cn/col49/147964
陈树人新桐小鸟轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679624597580.jpg,https://www.gdmuseum.com/cn/col49/147963
陈树人墨竹梅花轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679562310432.jpg,https://www.gdmuseum.com/cn/col49/147962
陈树人水仙轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679561724072.jpg,https://www.gdmuseum.com/cn/col49/147961
陈树人墨梅竹轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679561547580.jpg,https://www.gdmuseum.com/cn/col49/147960
陈树人春桃烂漫轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679561427242.jpg,https://www.gdmuseum.com/cn/col49/147959
陈树人两个黄鹂鸣翠椰轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679560666620.jpg,https://www.gdmuseum.com/cn/col49/147958
陈树人墨牡丹轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679559184296.jpg,https://www.gdmuseum.com/cn/col49/147957
陈树人素心兰轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679559110438.jpg,https://www.gdmuseum.com/cn/col49/147956
陈树人兰石轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679558363744.jpg,https://www.gdmuseum.com/cn/col49/147955
陈树人家园秋趣轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679557993713.jpg,https://www.gdmuseum.com/cn/col49/147954
陈树人墨牡丹轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679557388545.jpg,https://www.gdmuseum.com/cn/col49/147953
陈树人霜林染醉轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679557215184.jpg,https://www.gdmuseum.com/cn/col49/147952
陈树人红梅青松轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679557138598.jpg,https://www.gdmuseum.com/cn/col49/147951
陈树人设色寒圹翠鸟轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679557071114.jpg,https://www.gdmuseum.com/cn/col49/147950
陈树人寒圹轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679556559074.jpg,https://www.gdmuseum.com/cn/col49/147949
陈树人墨牡丹轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679556107014.jpg,https://www.gdmuseum.com/cn/col49/147948
陈树人三友图轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679555764763.jpg,https://www.gdmuseum.com/cn/col49/147947
陈树人柳蝉轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679555397302.jpg,https://www.gdmuseum.com/cn/col49/147946
陈树人（花鸟）双栖永好图轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679555302698.jpg,https://www.gdmuseum.com/cn/col49/147945
近代陈树人山水轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679555235089.jpg,https://www.gdmuseum.com/cn/col49/147944
近代陈树人花卉轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679555048537.jpg,https://www.gdmuseum.com/cn/col49/147943
近代陈树人丹枫图,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679554983546.jpg,https://www.gdmuseum.com/cn/col49/147942
近代陈树人藤花小雀图,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679554904232.jpg,https://www.gdmuseum.com/cn/col49/147941
近代陈树人庐山风景图轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679554839465.jpg,https://www.gdmuseum.com/cn/col49/147940
近代陈树人柳雀轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679554758359.jpg,https://www.gdmuseum.com/cn/col49/147939
近代陈树人寒林写生诗,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679554397489.jpg,https://www.gdmuseum.com/cn/col49/147938
近代陈树人梨花双鸠图轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679276116593.jpg,https://www.gdmuseum.com/cn/col49/147936
近代陈树人柏树图轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679275942341.jpg,https://www.gdmuseum.com/cn/col49/147935
近代陈树人双清图轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679275844030.jpg,https://www.gdmuseum.com/cn/col49/147934
近代陈树人将篱图轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679275507936.jpg,https://www.gdmuseum.com/cn/col49/147933
近代陈树人柳蝉图轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679275312120.jpg,https://www.gdmuseum.com/cn/col49/147932
近代陈树人雪湖图轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679275202051.jpg,https://www.gdmuseum.com/cn/col49/147931
近代陈树人柳雀图,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679274922870.jpg,https://www.gdmuseum.com/cn/col49/147930
近代陈树人何香凝岁寒三友图,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679274741588.jpg,https://www.gdmuseum.com/cn/col49/147929
陈树人水仙,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679274422248.jpg,https://www.gdmuseum.com/cn/col49/147928
陈树人红棉小雀图,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679274170607.jpg,https://www.gdmuseum.com/cn/col49/147927
近代陈树人柳蜂图,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679043384381.jpg,https://www.gdmuseum.com/cn/col49/147926
近代陈树人石湖柳色图,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679042777027.jpg,https://www.gdmuseum.com/cn/col49/147925
近代陈树人木棉小鸟,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679042700197.jpg,https://www.gdmuseum.com/cn/col49/147924
近代陈树人秋色图,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679042622253.jpg,https://www.gdmuseum.com/cn/col49/147923
近代陈树人桃花双鸟图轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-03/1679042520478.jpg,https://www.gdmuseum.com/cn/col49/147922
宋酱釉高身瓷壶,宋代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679041753247.jpg,https://www.gdmuseum.com/cn/col49/147921
宋青釉敛口盂,宋代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679041688448.jpg,https://www.gdmuseum.com/cn/col49/147920
鲤鱼形壶,宋代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679041629940.jpg,https://www.gdmuseum.com/cn/col49/147919
宋青白釉小瓷碟,宋代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679041558147.jpg,https://www.gdmuseum.com/cn/col49/147918
宋褐釉小瓷盏（残片）,宋代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679041491045.jpg,https://www.gdmuseum.com/cn/col49/147917
唐水车窑青釉瓣口碗,唐代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679041420595.jpg,https://www.gdmuseum.com/cn/col49/147916
唐水车窑双耳大口瓷罐,唐代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679041287621.jpg,https://www.gdmuseum.com/cn/col49/147915
唐水车窑青釉双耳瓷罐,唐代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679040734722.jpg,https://www.gdmuseum.com/cn/col49/147914
唐代青釉鱼形壶,唐代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679040644950.jpg,https://www.gdmuseum.com/cn/col49/147913
现代粉彩描金牡丹花鸟天球瓶,现代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679040549259.jpg,https://www.gdmuseum.com/cn/col49/147912
1972年上釉菊花瓷盆景,20世纪70年代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679040440122.jpg,https://www.gdmuseum.com/cn/col49/147911
1972年上釉熊猫通花瓶,20世纪70年代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679034155651.jpg,https://www.gdmuseum.com/cn/col49/147910
宋潮州窑影青鱼形瓶,宋代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679034047705.jpg,https://www.gdmuseum.com/cn/col49/147909
宋潮州窑影青瓜形瓷水盂,宋代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679033964161.jpg,https://www.gdmuseum.com/cn/col49/147908
明嘉靖潮州窑青花花卉瓷碗,明嘉靖,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679033864427.jpg,https://www.gdmuseum.com/cn/col49/147907
明万历潮州窑青釉双耳瓷瓶,明万历,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679033797065.jpg,https://www.gdmuseum.com/cn/col49/147906
明潮州窑万历五年款青花瓷盖坛,明万历,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679033717736.jpg,https://www.gdmuseum.com/cn/col49/147905
清潮州窑白釉瓜形鸟咀瓷壶,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679033652968.jpg,https://www.gdmuseum.com/cn/col49/147904
清乾隆潮州窑白釉凸雕竹子瓷葫芦瓶,清乾隆,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679033582077.jpg,https://www.gdmuseum.com/cn/col49/147903
清潮州窑仿成化冰裂纹瓷瓶,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679022462730.jpg,https://www.gdmuseum.com/cn/col49/147902
清潮州白釉双兽啣环开光灯笼瓶,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679022340443.jpg,https://www.gdmuseum.com/cn/col49/147901
清潮州窑白釉双狮耳瓷瓶,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679022261823.jpg,https://www.gdmuseum.com/cn/col49/147900
清潮州窑白釉贴花梅小瓷瓶,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679021813228.jpg,https://www.gdmuseum.com/cn/col49/147899
明万历潮州窑青花福禄寿人物瓷炉,明万历,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679021579125.jpg,https://www.gdmuseum.com/cn/col49/147898
元潮州窑青白釉小瓷瓶,元代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679021509995.jpg,https://www.gdmuseum.com/cn/col49/147897
清康熙潮州青花蝉纹花瓷碗,清康熙,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679021439856.jpg,https://www.gdmuseum.com/cn/col49/147896
清潮州窑白釉双耳三足瓷炉,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679021306704.jpg,https://www.gdmuseum.com/cn/col49/147895
清潮州窑白釉双兽头瓷瓶,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679020879461.jpg,https://www.gdmuseum.com/cn/col49/147894
清潮州窑白釉双耳三足瓷炉,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679019858589.jpg,https://www.gdmuseum.com/cn/col49/147893
北宋潮州窑白釉鱼篓形四耳小瓷罐,北宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679019788895.jpg,https://www.gdmuseum.com/cn/col49/147892
清潮州白釉蟠螭瓷瓶,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679019596936.jpg,https://www.gdmuseum.com/cn/col49/147891
清乾隆潮州白釉瓷觚,清乾隆,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679019523413.jpg,https://www.gdmuseum.com/cn/col49/147890
清潮州窑竹节耳三足瓷鼎,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679019085239.jpg,https://www.gdmuseum.com/cn/col49/147889
明潮州窑青花三足瓷炉,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679019016730.jpg,https://www.gdmuseum.com/cn/col49/147888
清嘉庆潮州青花高足瓷盘,清嘉庆,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679017937462.jpg,https://www.gdmuseum.com/cn/col49/147887
清潮州白釉镂空人物瓷觚,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1679017862745.jpg,https://www.gdmuseum.com/cn/col49/147886
明潮州窑白釉瓷观音立像,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678955866061.jpg,https://www.gdmuseum.com/cn/col49/147885
明潮州窑白釉双耳瓷炉,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678955670834.jpg,https://www.gdmuseum.com/cn/col49/147884
宋潮州窑青白釉莲瓣瓷炉,宋代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678955517299.jpg,https://www.gdmuseum.com/cn/col49/147883
清晚期潮州窑青花灵芝瓷盘,清晚期,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678955097490.jpg,https://www.gdmuseum.com/cn/col49/147882
清康熙潮州窑白釉开片瓷瓶,清康熙,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678955011776.jpg,https://www.gdmuseum.com/cn/col49/147881
清潮州青花龙凤瓷筷子筒,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678954869543.jpg,https://www.gdmuseum.com/cn/col49/147880
清潮州达摩瓷像,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678954789712.jpg,https://www.gdmuseum.com/cn/col49/147879
明潮州窑白釉堆花瓜形瓷把壶,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678953594987.jpg,https://www.gdmuseum.com/cn/col49/147878
清潮州三兽足双绳耳瓷炉,清代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678948920731.jpg,https://www.gdmuseum.com/cn/col49/147877
北宋潮州窑周明造瓷佛像,北宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678948824491.jpg,https://www.gdmuseum.com/cn/col49/147876
明潮州窑白釉瓷香炉,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678948745686.jpg,https://www.gdmuseum.com/cn/col49/147875
明潮州青花花卉瓷盖罐,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678948671174.jpg,https://www.gdmuseum.com/cn/col49/147874
明潮州牙黄三足瓷炉,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678948180696.jpg,https://www.gdmuseum.com/cn/col49/147873
明潮州窑白釉瓷炉,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678948091183.jpg,https://www.gdmuseum.com/cn/col49/147872
清雍正潮州窑五彩瓷茶盘,清雍正,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678948016526.jpg,https://www.gdmuseum.com/cn/col49/147871
元潮州青釉碎纹瓷碗,元代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678947930720.jpg,https://www.gdmuseum.com/cn/col49/147870
宋潮州窑米黄色印花瓷温碗,宋代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-03/1678947842475.jpg,https://www.gdmuseum.com/cn/col49/147869
