藏品编号,藏品名字,藏品博物馆,藏品年代,藏品年代简介,藏品作者,藏品类型,藏品介绍,藏品图片地址,藏品地址,藏品材质,藏品来源,藏品收藏等级
17378,唐乾元重宝铜钱,辽宁博物馆,唐,,,钱币,,,,铜,旧藏,三级
17379,唐三彩釉陶骑马俑,辽宁博物馆,唐,,,陶器,,,,陶,拨交,二级
17380,唐铜钵,辽宁博物馆,唐,,,铜器,,,,铜,发掘,二级
17381,唐邢窑白瓷矮身横梁鸡冠壶,辽宁博物馆,唐,,,瓷器,,,,瓷,旧藏,一级
17382,唐乾元重宝铜钱,辽宁博物馆,唐,,,钱币,,,,铜,旧藏,三级
17383,唐残陶羊,辽宁博物馆,唐,,,雕塑、造像,,,,陶,拨交,三级
17384,唐铜盘,辽宁博物馆,唐,,,铜器,,,,铜,发掘,二级
17385,唐乾元重宝铜钱,辽宁博物馆,唐,,,钱币,,,,铜,旧藏,三级
17386,唐残陶女立俑,辽宁博物馆,唐,,,陶器,,,,陶,拨交,三级
17387,唐钵口青瓷瓶,辽宁博物馆,唐,,,瓷器,,,,瓷,发掘,二级
17388,唐乾元重宝铜钱,辽宁博物馆,唐,,,钱币,,,,铜,旧藏,三级
17389,唐白釉四系罐,辽宁博物馆,唐,,,瓷器,,,,瓷,发掘,二级
17390,唐绿釉兽头陶执壶,辽宁博物馆,唐,,,陶器,,,,陶,征集购买,三级
17391,唐人写经残片册,辽宁博物馆,唐,,,书法、绘画,,,,纸,其他,二级
17392,唐乾元重宝铜钱,辽宁博物馆,唐,,,钱币,,,,铜,旧藏,三级
17393,唐灰陶罐,辽宁博物馆,唐,,,陶器,,,,陶,发掘,二级
17394,唐乾元重宝铜钱,辽宁博物馆,唐,,,钱币,,,,铜,旧藏,三级
17395,唐彩绘陶鸡,辽宁博物馆,唐,,,雕塑、造像,,,,陶,征集购买,三级
17396,唐青釉花瓣式鸟食瓷罐,辽宁博物馆,唐,,,瓷器,,,,瓷,征集购买,三级
17397,唐绿釉鼓腹罐,辽宁博物馆,唐,,,瓷器,,,,瓷,旧藏,三级
17398,唐张旭古诗四帖卷,辽宁博物馆,唐,,,书法、绘画,,,,纸,拨交,一级
17399,唐乾元重宝铜钱,辽宁博物馆,唐,,,钱币,,,,铜,旧藏,三级
17400,唐彩绘陶雁,辽宁博物馆,唐,,,雕塑、造像,,,,陶,征集购买,三级
17401,唐乾元重宝铜钱,辽宁博物馆,唐,,,钱币,,,,铜,旧藏,三级
17402,唐越窑鸟食瓷罐,辽宁博物馆,唐,,,瓷器,,,,瓷,征集购买,三级
17403,唐青玉琥,辽宁博物馆,唐,,,玉石器、宝石,,,,宝玉石,旧藏,二级
17404,唐乾元重宝铜钱,辽宁博物馆,唐,,,钱币,,,,铜,旧藏,三级
17405,唐花纹铜镜,辽宁博物馆,唐,,,铜器,,,,铜,征集购买,三级
17406,唐龙凤纹八菱镜,辽宁博物馆,唐,,,铜器,,,,其他金属,拣选,二级
17407,唐人写经残片册,辽宁博物馆,唐,,,书法、绘画,,,,纸,拨交,二级
17408,唐乾元重宝铜钱,辽宁博物馆,唐,,,钱币,,,,铜,旧藏,三级
17409,隋残石菩萨立像,辽宁博物馆,隋,,,雕塑、造像,,,,石,拨交,二级
17410,隋残“开皇十四年”双思维菩萨石像,辽宁博物馆,隋,,,雕塑、造像,,,,石,拨交,二级
17411,隋残石双观音菩萨立像,辽宁博物馆,隋,,,雕塑、造像,,,,石,拨交,三级
17412,隋青釉瓷缽,辽宁博物馆,隋,,,瓷器,,,,瓷,征集购买,二级
17413,隋酱釉瓷鸡头壶,辽宁博物馆,隋,,,瓷器,,,,瓷,征集购买,二级
17414,隋鎏金铜残罗汉像,辽宁博物馆,隋,,,雕塑、造像,,,,"铜,金",拨交,三级
17415,隋青石观音立像,辽宁博物馆,隋,,,雕塑、造像,,,,石,拨交,三级
17416,隋黄釉雕花陶把壶,辽宁博物馆,隋,,,陶器,,,,陶,旧藏,二级
17417,隋青釉三系瓷罐,辽宁博物馆,隋,,,瓷器,,,,瓷,旧藏,三级
17418,隋五铢铜钱,辽宁博物馆,隋,,,钱币,,,,铜,旧藏,二级
17419,隋青釉三系罐,辽宁博物馆,隋,,,瓷器,,,,瓷,旧藏,二级
17420,隋青釉瓷盘口瓶,辽宁博物馆,隋,,,瓷器,,,,瓷,征集购买,二级
17421,隋白釉四系罐,辽宁博物馆,隋,,,瓷器,,,,瓷,旧藏,二级
17422,隋青瓷小狗,辽宁博物馆,隋,,,雕塑、造像,,,,瓷,征集购买,三级
17423,隋青釉卧猪,辽宁博物馆,隋,,,雕塑、造像,,,,瓷,征集购买,三级
17424,隋青瓷高领双耳瓷罐,辽宁博物馆,隋,,,瓷器,,,,瓷,征集购买,三级
17425,隋佛立像,辽宁博物馆,隋,,,铜器,,,,其他金属,拣选,三级
17426,隋黄釉蓖齿纹双系罐,辽宁博物馆,隋,,,瓷器,,,,瓷,旧藏,二级
17427,隋五铢铜钱,辽宁博物馆,隋,,,钱币,,,,铜,发掘,二级
17428,隋三彩仕女俑,辽宁博物馆,隋,,,雕塑、造像,,,,陶,征集购买,三级
17429,隋白釉四系罐,辽宁博物馆,隋,,,瓷器,,,,瓷,旧藏,二级
17430,隋五铢铜钱,辽宁博物馆,隋,,,钱币,,,,铜,发掘,二级
17431,隋四神十二生肖纹铜镜,辽宁博物馆,隋,,,铜器,,,,铜,旧藏,二级
17432,隋骨器残件,辽宁博物馆,隋,,,牙骨角器,,,,骨角牙,发掘,二级
17433,隋水波纹灰陶罐,辽宁博物馆,隋,,,陶器,,,,陶,发掘,二级
17434,隋铜饰件,辽宁博物馆,隋,,,铜器,,,,铜,发掘,二级
17435,开皇刻兰亭诗序卷,辽宁博物馆,隋,,,书法、绘画,,,,纸,旧藏,二级
17436,隋韩暨墓志,辽宁博物馆,隋,,,石器、石刻、砖瓦,,,,石,拨交,二级
17437,隋灰陶罐,辽宁博物馆,隋,,,陶器,,,,陶,拨交,二级
17438,隋砖砚,辽宁博物馆,隋,,,文具,,,,砖瓦,旧藏,二级
17439,隋红陶女俑,辽宁博物馆,隋,,,陶器,,,,陶,旧藏,三级
17440,隋黄釉男陶立俑,辽宁博物馆,隋,,,雕塑、造像,,,,陶,征集购买,二级
17441,隋黄釉陶骑马俑,辽宁博物馆,隋,,,雕塑、造像,,,,陶,征集购买,三级
17442,隋红陶马,辽宁博物馆,隋,,,陶器,,,,陶,旧藏,三级
17443,隋青釉陶镇墓兽,辽宁博物馆,隋,,,雕塑、造像,,,,陶,征集购买,三级
17444,隋白釉陶女立俑,辽宁博物馆,隋,,,雕塑、造像,,,,陶,征集购买,三级
17445,隋黄釉梳齿纹环耳瓷执壶,辽宁博物馆,隋,,,瓷器,,,,瓷,旧藏,二级
17446,隋灰褐釉双耳瓷罐,辽宁博物馆,隋,,,瓷器,,,,瓷,征集购买,三级
17447,隋陶武士俑,辽宁博物馆,隋,,,雕塑、造像,,,,陶,征集购买,三级
17448,隋釉陶武士俑,辽宁博物馆,隋,,,雕塑、造像,,,,陶,征集购买,三级
17449,隋陶镇墓兽,辽宁博物馆,隋,,,雕塑、造像,,,,陶,征集购买,三级
17450,隋武士俑,辽宁博物馆,隋,,,雕塑、造像,,,,陶,征集购买,三级
17451,隋人写葛玄道德经序诀卷,辽宁博物馆,隋,,,书法、绘画,,,,纸,旧藏,二级
17452,隋青釉瓷高足盘,辽宁博物馆,隋,,,瓷器,,,,瓷,旧藏,三级
17453,隋“照日菱花”瑞兽纹铜镜,辽宁博物馆,隋,,,铜器,,,,铜,旧藏,二级
17454,隋彩绘陶俑,辽宁博物馆,隋,,,雕塑、造像,,,,陶,征集购买,三级
17455,隋四神十二生肖纹铜镜,辽宁博物馆,隋,,,铜器,,,,铜,旧藏,二级
17456,隋光流素月三瑞兽纹铜镜,辽宁博物馆,隋,,,铜器,,,,铜,拨交,三级
17457,隋残唐该墓志,辽宁博物馆,隋,,,石器、石刻、砖瓦,,,,石,拨交,二级
17458,隋残杨居墓志,辽宁博物馆,隋,,,石器、石刻、砖瓦,,,,石,拨交,二级
17459,隋观音菩萨铜像,辽宁博物馆,隋,,,雕塑、造像,,,,铜,拣选,三级
17460,隋五铢铜钱,辽宁博物馆,隋,,,钱币,,,,铜,旧藏,二级
17461,隋五铢铜钱,辽宁博物馆,隋,,,钱币,,,,铜,旧藏,三级
17462,隋五铢铜钱,辽宁博物馆,隋,,,钱币,,,,铜,旧藏,三级
17463,隋五铢铜钱,辽宁博物馆,隋,,,钱币,,,,铜,旧藏,二级
17464,隋青釉双耳罐,辽宁博物馆,隋,,,瓷器,,,,瓷,拨交,三级
17465,隋黄釉盘口双系瓷瓶,辽宁博物馆,隋,,,瓷器,,,,瓷,征集购买,三级
17466,南北朝北周布泉铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17467,北周五行大布钱,辽宁博物馆,北周,,,钱币,,,,其他无机质,旧藏,二级
17468,南北朝北周五行大布钱范,辽宁博物馆,北周,,,钱币,,,,铜,接受捐赠,三级
17469,北周五行大布铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17470,北周残寇胤哲墓志并盖,辽宁博物馆,北周,,,石器、石刻、砖瓦,,,,石,拨交,二级
17471,北周布泉铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17472,北周布泉铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17473,北周永通万国铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17474,北周永通万国铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17475,北周永通万国铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17476,北周永通万国铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17477,北周五行大布铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17478,北周五行大布铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17479,北周五行大布铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17480,北周五行大布铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17481,北周五行大布铜钱,辽宁博物馆,北周,,,钱币,,,,铜,旧藏,二级
17482,北齐石张秋等造像,辽宁博物馆,北齐,,,雕塑、造像,,,,石,征集购买,二级
17483,北齐石雕菩萨像,辽宁博物馆,北齐,,,雕塑、造像,,,,石,征集购买,二级
17484,北齐鎏金铜佛坐像,辽宁博物馆,北齐,,,雕塑、造像,,,,铜,征集购买,二级
17485,北齐铜观音立像,辽宁博物馆,北齐,,,雕塑、造像,,,,铜,征集购买,二级
17486,北齐常平五铢铜钱,辽宁博物馆,北齐,,,钱币,,,,铜,旧藏,三级
17487,北齐常平五铢铜钱,辽宁博物馆,北齐,,,钱币,,,,铜,旧藏,三级
17488,北齐常平五铢铜钱,辽宁博物馆,北齐,,,钱币,,,,铜,旧藏,三级
17489,北齐常平五铢铜钱,辽宁博物馆,北齐,,,钱币,,,,铜,旧藏,三级
17490,北齐常平五铢铜钱,辽宁博物馆,北齐,,,钱币,,,,铜,旧藏,三级
17491,北齐常平五铢铜钱,辽宁博物馆,北齐,,,钱币,,,,铜,旧藏,三级
17492,北齐思维太子铜像,辽宁博物馆,北齐,,,雕塑、造像,,,,铜,拣选,三级
17493,北齐残多宝佛石像,辽宁博物馆,北齐,,,雕塑、造像,,,,石,拨交,三级
17494,北齐残石双观音立像,辽宁博物馆,北齐,,,雕塑、造像,,,,石,拨交,三级
17495,北齐残观音石像,辽宁博物馆,北齐,,,雕塑、造像,,,,石,拨交,三级
17496,北齐残菩萨石立像,辽宁博物馆,北齐,,,雕塑、造像,,,,石,拨交,二级
17497,北齐残石佛头像,辽宁博物馆,北齐,,,雕塑、造像,,,,石,拨交,二级
17498,东魏铜观音立像,辽宁博物馆,东魏,,,雕塑、造像,,,,铜,征集购买,二级
17499,东魏残侯海墓志,辽宁博物馆,东魏,,,石器、石刻、砖瓦,,,,石,拨交,二级
17500,东魏残石观音立像,辽宁博物馆,东魏,,,雕塑、造像,,,,石,拨交,二级
17501,南朝梁五铢钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,二级
17502,南朝梁铜观音立像,辽宁博物馆,南朝·梁,,,雕塑、造像,,,,铜,征集购买,二级
17503,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,二级
17504,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17505,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17506,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17507,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17508,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17509,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17510,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17511,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17512,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17513,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17514,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17515,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17516,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17517,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17518,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17519,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17520,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17521,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17522,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17523,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17524,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17525,南朝梁武帝五铢铜钱,辽宁博物馆,南朝·梁,,,钱币,,,,铜,旧藏,三级
17526,梁观音铜立像,辽宁博物馆,南朝·梁,,,雕塑、造像,,,,铜,拣选,三级
17527,南朝宋五铢铜钱,辽宁博物馆,南朝·宋,,,钱币,,,,铜,旧藏,二级
17528,南朝宋五铢铜钱,辽宁博物馆,南朝·宋,,,钱币,,,,铜,旧藏,二级
17529,南朝宋五铢铜钱,辽宁博物馆,南朝·宋,,,钱币,,,,铜,旧藏,二级
17530,南朝宋五铢铜钱,辽宁博物馆,南朝·宋,,,钱币,,,,铜,旧藏,二级
17531,南朝宋文帝五铢铜钱,辽宁博物馆,南朝·宋,,,钱币,,,,铜,旧藏,二级
17532,南朝宋文帝五铢铜钱,辽宁博物馆,南朝·宋,,,钱币,,,,铜,旧藏,二级
17533,北魏残金星石透雕蟠螭镇纸,辽宁博物馆,北魏,,,文具,,,,宝玉石,旧藏,二级
17534,南北朝北魏永安五铢铜钱,辽宁博物馆,北魏,,,钱币,,,,铜,旧藏,二级
17535,北魏鎏金铜佛像,辽宁博物馆,北魏,,,雕塑、造像,,,,铜,拨交,二级
17536,北魏灰陶甲马,辽宁博物馆,北魏,,,雕塑、造像,,,,陶,征集购买,三级
17537,北魏鎏金天王像,辽宁博物馆,北魏,,,雕塑、造像,,,,铜,拨交,二级
17538,北魏灰陶女立俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17539,北魏绿釉女立俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17540,北魏红陶女立俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17541,北魏红陶女立俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17542,北魏陶男立俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17543,北魏陶男立俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17544,北魏陶女立俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17545,北魏铜佛立像,辽宁博物馆,北魏,,,雕塑、造像,,,,铜,征集购买,二级
17546,北魏铜佛立像,辽宁博物馆,北魏,,,雕塑、造像,,,,铜,征集购买,二级
17547,北魏鎏金观音立像,辽宁博物馆,北魏,,,雕塑、造像,,,,"铜,金",征集购买,二级
17548,北魏铜观音立像,辽宁博物馆,北魏,,,雕塑、造像,,,,铜,征集购买,二级
17549,北魏陶女侍俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17550,北魏陶女俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17551,北魏陶武士俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17552,北魏陶男俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17553,北魏陶乐人俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17554,北魏陶鸱鸮,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17555,北魏陶兽,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17556,北魏陶狗,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17557,北魏刘贤墓志,辽宁博物馆,北魏,,,石器、石刻、砖瓦,,,,石,发掘,一级
17558,北魏陶鸳鸯,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17559,北魏陶狗,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17560,北魏陶牛,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17561,北魏陶天王俑,辽宁博物馆,北魏,,,陶器,,,,陶,旧藏,三级
17562,北魏太和五铢铜钱,辽宁博物馆,北魏,,,钱币,,,,铜,旧藏,二级
17563,北魏永安五铢铜钱,辽宁博物馆,北魏,,,钱币,,,,铜,旧藏,二级
17564,北魏残元海墓志,辽宁博物馆,北魏,,,石器、石刻、砖瓦,,,,石,拨交,二级
17565,北魏残元纂墓志,辽宁博物馆,北魏,,,石器、石刻、砖瓦,,,,石,移交,二级
17566,北魏残蔺夫人墓志,辽宁博物馆,北魏,,,石器、石刻、砖瓦,,,,石,拨交,二级
17567,北魏残姚纂墓志,辽宁博物馆,北魏,,,石器、石刻、砖瓦,,,,石,移交,三级
17568,北魏残白石立佛,辽宁博物馆,北魏,,,雕塑、造像,,,,石,拨交,二级
17569,晋铜釜,辽宁博物馆,东晋,,,铜器,,,,铜,其他,一般
17570,东晋铜釜,辽宁博物馆,东晋,,,铜器,,,,铜,其他,一般
17571,东晋佚名楷书曹娥诔辞卷,辽宁博物馆,东晋,,,书法、绘画,,,,丝,拨交,一级
17572,东晋盘式小口黄绿釉陶壶,辽宁博物馆,东晋,,,陶器,,,,陶,发掘,二级
17573,东晋灰陶大罐,辽宁博物馆,东晋,,,陶器,,,,陶,发掘,二级
17574,东晋灰陶壶,辽宁博物馆,东晋,,,陶器,,,,陶,发掘,二级
17575,东晋青瓷四耳罐,辽宁博物馆,东晋,,,瓷器,,,,瓷,旧藏,三级
17576,东晋灰陶罐,辽宁博物馆,东晋,,,陶器,,,,陶,发掘,二级
17577,东晋灰陶罐,辽宁博物馆,东晋,,,陶器,,,,陶,发掘,二级
17578,东晋铁锯条,辽宁博物馆,东晋,,,铁器、其他金属器,,,,铁,发掘,二级
17579,东晋鎏金螭首铜杆头,辽宁博物馆,东晋,,,铜器,,,,"铜,金",发掘,二级
17580,东晋贴金铁棋座,辽宁博物馆,东晋,,,铁器、其他金属器,,,,"铁,金",发掘,二级
17581,东晋螭首铜杆头,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17582,东晋长柄铜熨斗,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17583,东晋铁镜、铁器座,辽宁博物馆,东晋,,,铁器、其他金属器,,,,铁,发掘,二级
17584,东晋铁斧,辽宁博物馆,东晋,,,铁器、其他金属器,,,,铁,发掘,二级
17585,东晋铁凿,辽宁博物馆,东晋,,,铁器、其他金属器,,,,铁,发掘,二级
17586,东晋铁扁铲,辽宁博物馆,东晋,,,铁器、其他金属器,,,,铁,发掘,二级
17587,东晋铁矛,辽宁博物馆,东晋,,,铁器、其他金属器,,,,铁,发掘,二级
17588,东晋铜焦斗,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17589,东晋铜魁,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17590,东晋弦纹铜尊,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17591,东晋鎏金提梁小铜壶,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17592,东晋鎏金盏、鎏金盘,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17593,东晋提梁铜罐,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17594,东晋提梁铜锅,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17595,东晋铜釜,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17596,东晋铜甑、铜盆,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17597,东晋弦纹铜碗,辽宁博物馆,东晋,,,铜器,,,,铜,发掘,二级
17598,东晋鎏金铜钵,辽宁博物馆,东晋,,,铜器,,,,"铜,金",发掘,二级
17599,东晋沈郎五铢铜钱,辽宁博物馆,东晋,,,钱币,,,,铜,旧藏,二级
17600,东晋沈郎五铢铜钱,辽宁博物馆,东晋,,,钱币,,,,铜,旧藏,二级
17601,十六国北燕鸭形玻璃器,辽宁博物馆,十六国,,,玻璃器,,,,玻璃,发掘,一级
17602,十六国北燕玻璃碗,辽宁博物馆,十六国,,,玻璃器,,,,玻璃,发掘,一级
17603,十六国北燕玉盏,辽宁博物馆,十六国,,,玉石器、宝石,,,,宝玉石,发掘,一级
17604,十六国北燕玻璃杯,辽宁博物馆,十六国,,,其他,,,,玻璃,发掘,一级
17605,十六国北燕铜虎子,辽宁博物馆,十六国,,,铜器,,,,铜,发掘,一级
17606,十六国北燕圈足提梁铁盖铜锅,辽宁博物馆,十六国,,,铜器,,,,"铁,铜",发掘,一级
17607,十六国北燕“范阳公章”金印,辽宁博物馆,十六国,,,玺印符牌,,,,金,发掘,一级
17608,十六国北燕“车骑大将军”鎏金铜印,辽宁博物馆,十六国,,,玺印符牌,,,,"铜,金",发掘,一级
17609,十六国北燕“辽西公章”鎏金铜印,辽宁博物馆,十六国,,,玺印符牌,,,,"铜,金",发掘,一级
17610,十六国北燕金冠饰,辽宁博物馆,十六国,,,金银器,,,,金,发掘,一级
17611,十六国北燕木心钉鎏金铜片马镫,辽宁博物馆,十六国,,,铜器,,,,"木,铜,金",发掘,一级
17612,十六国北燕蛋青色砂岩石砚,辽宁博物馆,十六国,,,文具,,,,石,发掘,一级
17613,十六国北燕镂空山形金饰片,辽宁博物馆,十六国,,,金银器,,,,"宝玉石,金",发掘,一级
17614,十六国北燕压印人物纹山形金饰片,辽宁博物馆,十六国,,,金银器,,,,金,发掘,一级
17615,北燕水晶珠,辽宁博物馆,十六国,,,玻璃器,,,,玻璃,发掘,二级
17616,北燕骨笄,辽宁博物馆,十六国,,,牙骨角器,,,,骨角牙,发掘,二级
17617,北燕联珠式琉璃珠,辽宁博物馆,十六国,,,玻璃器,,,,玻璃,发掘,二级
17618,北燕琥珀珠,辽宁博物馆,十六国,,,玉石器、宝石,,,,其他植物质,发掘,二级
17619,北燕鸣镝、铁镞,辽宁博物馆,十六国,,,武器,,,,铁,发掘,二级
17620,汉魏灰陶井,辽宁博物馆,汉魏,,,陶器,,,,陶,发掘,三级
